en,zh,k_en,k_zh,k_min,assigned_domain,confidence,vote_breakdown
non-consent,不同意,8,8,8,criminal,0.5714,"{""administrative"": 1, ""criminal"": 4, ""procedure"": 2}"
non-derogable,不可減損,0,0,0,procedure,0.2857,"{""administrative"": 1, ""procedure"": 2, ""international"": 2, ""civil"": 2}"
non-exclusive,非專有,8,0,0,international,0.5714,"{""international"": 4, ""procedure"": 1, ""civil"": 1, ""administrative"": 1}"
non-feasance,不履行法律責任,0,0,0,criminal,0.4286,"{""administrative"": 1, ""international"": 1, ""criminal"": 3, ""procedure"": 1, ""civil"": 1}"
non-intervention,不干預,0,3,0,administrative,0.4286,"{""administrative"": 3, ""criminal"": 2, ""international"": 2}"
nonlegal,與法律無關,0,0,0,civil,0.2857,"{""administrative"": 1, ""international"": 1, ""procedure"": 1, ""civil"": 2, ""constitutional"": 1, ""criminal"": 1}"
non-molestation,禁制騷擾,0,0,0,administrative,0.2857,"{""international"": 1, ""administrative"": 2, ""procedure"": 1, ""criminal"": 2, ""labor_social"": 1}"
non-observance,不遵守,2,8,2,criminal,0.4286,"{""administrative"": 2, ""international"": 1, ""criminal"": 3, ""civil"": 1}"
non-party,非與訟一方的人,0,0,0,constitutional,0.4286,"{""constitutional"": 3, ""international"": 2, ""administrative"": 1, ""labor_social"": 1}"
non-payment,不支付,8,8,8,administrative,0.2857,"{""administrative"": 2, ""labor_social"": 2, ""criminal"": 2, ""civil"": 1}"
non-privity,並無相互的法律關係,0,0,0,administrative,0.2857,"{""administrative"": 2, ""international"": 2, ""criminal"": 2, ""procedure"": 1}"
nonprofit,非牟利,0,8,0,civil,0.5714,"{""civil"": 4, ""labor_social"": 1, ""constitutional"": 2}"
non-refoulement protection,免遣返保護,3,3,3,criminal,0.4286,"{""international"": 2, ""administrative"": 2, ""criminal"": 3}"
non-service,沒有送達,1,8,1,administrative,0.4286,"{""administrative"": 3, ""international"": 1, ""labor_social"": 2, ""procedure"": 1}"
nonsuit,原告人自動銷案,2,0,0,criminal,0.4286,"{""administrative"": 1, ""international"": 1, ""criminal"": 3, ""procedure"": 2}"
non-use,沒有使用,6,8,6,administrative,0.4286,"{""administrative"": 3, ""labor_social"": 1, ""international"": 1, ""civil"": 1, ""criminal"": 1}"
normal wear and tear,正常耗損,1,0,0,administrative,0.4286,"{""administrative"": 3, ""civil"": 1, ""procedure"": 1, ""international"": 2}"
Norwich Pharmacal order,諾里奇藥商令,0,0,0,civil,0.2857,"{""constitutional"": 1, ""international"": 1, ""procedure"": 1, ""labor_social"": 1, ""civil"": 2, ""administrative"": 1}"
Noscitur a sociis.,詞義不清時，按上下文的文意理解,0,0,0,constitutional,0.2857,"{""constitutional"": 2, ""procedure"": 1, ""labor_social"": 1, ""international"": 1, ""civil"": 2}"
notary public,公證人,8,8,8,civil,0.4286,"{""civil"": 3, ""procedure"": 2, ""constitutional"": 2}"
note,票據,8,8,8,procedure,0.8571,"{""procedure"": 6, ""international"": 1}"
notice,妥善而充分地發出的通知,8,0,0,administrative,0.5714,"{""administrative"": 4, ""procedure"": 1, ""international"": 1, ""civil"": 1}"
notification,通知書,8,8,8,administrative,0.4286,"{""administrative"": 3, ""criminal"": 1, ""labor_social"": 2, ""procedure"": 1}"
noting and protest of bills,匯票的拒付紀錄及拒付證明,0,0,0,procedure,0.5714,"{""constitutional"": 2, ""procedure"": 4, ""administrative"": 1}"
notorious,公然,0,1,0,criminal,1.0,"{""criminal"": 7}"
nova causa interveniens,新介入的因由,0,0,0,criminal,0.4286,"{""criminal"": 3, ""procedure"": 3, ""administrative"": 1}"
noverint universi per praesentes,公布周知,0,0,0,administrative,0.2857,"{""international"": 1, ""administrative"": 2, ""procedure"": 1, ""civil"": 2, ""labor_social"": 1}"
novus actus interveniens,新介入的行為,0,0,0,administrative,0.4286,"{""constitutional"": 1, ""criminal"": 2, ""administrative"": 3, ""procedure"": 1}"
now witnesseth ...,"""現訂立如下：……""",0,0,0,procedure,1.0,"{""procedure"": 7}"
nude pact,無償合約,0,0,0,civil,0.4286,"{""international"": 2, ""criminal"": 1, ""labor_social"": 1, ""civil"": 3}"
nudum pactum,無償合約,0,0,0,civil,0.5714,"{""international"": 1, ""civil"": 4, ""labor_social"": 1, ""procedure"": 1}"
nugatory,無價值,0,5,0,criminal,0.5714,"{""civil"": 1, ""criminal"": 4, ""procedure"": 2}"
null,無效,8,8,8,criminal,0.5714,"{""criminal"": 4, ""civil"": 2, ""constitutional"": 1}"
nulla bona,沒有財物可供檢取,0,0,0,criminal,0.5714,"{""procedure"": 1, ""criminal"": 4, ""civil"": 1, ""administrative"": 1}"
nullify,令……變為無效,6,0,0,criminal,0.4286,"{""criminal"": 3, ""administrative"": 3, ""procedure"": 1}"
nunc pro tunc,具追溯力,0,8,0,administrative,0.5714,"{""labor_social"": 1, ""administrative"": 4, ""procedure"": 2}"
Nunquam fictio sine lege.,沒有法律即沒有假定,0,0,0,administrative,0.2857,"{""administrative"": 2, ""criminal"": 2, ""procedure"": 1, ""international"": 1, ""labor_social"": 1}"
nuptial,婚姻,0,8,0,civil,0.5714,"{""civil"": 4, ""labor_social"": 1, ""criminal"": 1, ""procedure"": 1}"
nurture,養育,1,0,0,administrative,0.2857,"{""administrative"": 2, ""labor_social"": 1, ""civil"": 2, ""procedure"": 2}"
oath,宣誓,8,8,8,civil,0.5714,"{""civil"": 4, ""procedure"": 1, ""international"": 1, ""labor_social"": 1}"
obi,死後無嗣,0,1,0,labor_social,0.2857,"{""international"": 1, ""labor_social"": 2, ""civil"": 1, ""criminal"": 1, ""procedure"": 2}"
obiter dictum,法官宣判時所提出的附帶意見,0,0,0,procedure,0.5714,"{""procedure"": 4, ""criminal"": 1, ""international"": 1, ""civil"": 1}"
object,目的,8,8,8,civil,0.8571,"{""civil"": 6, ""procedure"": 1}"
objection,反對理由,8,8,8,procedure,0.4286,"{""procedure"": 3, ""criminal"": 3, ""administrative"": 1}"
objective,宗旨,8,8,8,procedure,0.2857,"{""civil"": 1, ""constitutional"": 1, ""criminal"": 1, ""procedure"": 2, ""administrative"": 2}"
objective observer,客觀的旁觀者,0,0,0,procedure,0.5714,"{""administrative"": 2, ""international"": 1, ""procedure"": 4}"
obligation,一般義務,8,1,1,civil,0.4286,"{""civil"": 3, ""administrative"": 1, ""labor_social"": 2, ""international"": 1}"
obligatory,強制性,8,8,8,civil,0.2857,"{""civil"": 2, ""administrative"": 1, ""international"": 1, ""constitutional"": 2, ""criminal"": 1}"
oblige,無義務,8,8,8,procedure,0.5714,"{""procedure"": 4, ""administrative"": 1, ""criminal"": 1, ""civil"": 1}"
obliteration,刪改,8,2,2,criminal,0.7143,"{""criminal"": 5, ""procedure"": 1, ""international"": 1}"
obnoxious,導致不良後果,3,0,0,criminal,0.7143,"{""criminal"": 5, ""labor_social"": 1, ""administrative"": 1}"
obrogate,藉新法廢除舊法,0,0,0,civil,0.4286,"{""labor_social"": 1, ""administrative"": 2, ""constitutional"": 1, ""civil"": 3}"
observance,遵守,8,8,8,administrative,0.5714,"{""administrative"": 4, ""criminal"": 1, ""constitutional"": 1, ""international"": 1}"
observant,嚴守,1,0,0,criminal,0.5714,"{""procedure"": 3, ""criminal"": 4}"
observation,觀察,8,8,8,procedure,0.8571,"{""procedure"": 6, ""administrative"": 1}"
obsignation,蓋章確認,0,0,0,civil,0.4286,"{""procedure"": 1, ""civil"": 3, ""labor_social"": 1, ""international"": 2}"
obstruction,妨礙,8,8,8,criminal,0.4286,"{""procedure"": 2, ""international"": 1, ""criminal"": 3, ""civil"": 1}"
obtain,施用藥物以獲得……非法的性行為,8,0,0,procedure,0.5714,"{""procedure"": 4, ""administrative"": 2, ""civil"": 1}"
obtest,傳喚作證,0,0,0,procedure,0.8571,"{""procedure"": 6, ""constitutional"": 1}"
occasion,因應情況所需,8,6,6,civil,0.2857,"{""civil"": 2, ""international"": 1, ""constitutional"": 1, ""labor_social"": 1, ""criminal"": 2}"
occupation,佔用,8,8,8,labor_social,1.0,"{""labor_social"": 7}"
occupier,相鄰佔用人,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 2, ""criminal"": 2}"
occupy,佔用,8,8,8,constitutional,0.2857,"{""procedure"": 1, ""constitutional"": 2, ""administrative"": 1, ""labor_social"": 1, ""civil"": 1, ""international"": 1}"
odd lot of securities,證券碎股,1,1,1,civil,0.5714,"{""civil"": 4, ""labor_social"": 2, ""criminal"": 1}"
odd-lot worker,因傷殘而不能再獲僱用的傭員,0,0,0,labor_social,0.8571,"{""labor_social"": 6, ""civil"": 1}"
of its own kind,獨特,0,8,0,civil,0.4286,"{""international"": 2, ""procedure"": 1, ""civil"": 3, ""labor_social"": 1}"
of one's own right,本身權利,0,6,0,civil,0.4286,"{""civil"": 3, ""international"": 1, ""criminal"": 2, ""procedure"": 1}"
of one's own volition,主動,0,8,0,criminal,0.5714,"{""criminal"": 4, ""international"": 1, ""civil"": 2}"
of right,權利,8,8,8,procedure,0.2857,"{""procedure"": 2, ""international"": 2, ""civil"": 2, ""criminal"": 1}"
offer,提出和解,8,0,0,civil,0.5714,"{""civil"": 4, ""international"": 1, ""labor_social"": 2}"
offeree,承約人,8,0,0,civil,0.4286,"{""civil"": 3, ""labor_social"": 2, ""international"": 1, ""administrative"": 1}"
offeror,要約人,8,8,8,civil,0.4286,"{""civil"": 3, ""labor_social"": 2, ""international"": 2}"
office,職位,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""constitutional"": 2, ""civil"": 1}"
officer,人員,8,8,8,labor_social,0.2857,"{""labor_social"": 2, ""constitutional"": 2, ""administrative"": 1, ""criminal"": 2}"
official,官方,8,8,8,international,0.2857,"{""labor_social"": 1, ""administrative"": 1, ""international"": 2, ""procedure"": 1, ""constitutional"": 2}"
Official Receiver,破產管理署署長,8,8,8,civil,0.4286,"{""constitutional"": 2, ""civil"": 3, ""labor_social"": 1, ""administrative"": 1}"
officious bystander test,"""好管閒事的旁觀者""測試",0,0,0,procedure,0.7143,"{""procedure"": 5, ""labor_social"": 1, ""criminal"": 1}"
oligopoly,寡頭壟斷［少數賣主、製造商對市場的控制］,0,0,0,civil,0.4286,"{""administrative"": 1, ""civil"": 3, ""labor_social"": 2, ""international"": 1}"
olograph,手書,0,0,0,procedure,0.5714,"{""procedure"": 4, ""labor_social"": 1, ""administrative"": 2}"
olographic will,自書遺囑,0,0,0,civil,0.8571,"{""civil"": 6, ""procedure"": 1}"
omission,刪削,8,0,0,criminal,0.4286,"{""criminal"": 3, ""procedure"": 1, ""administrative"": 1, ""civil"": 2}"
omit to do,不作出,8,8,8,administrative,0.4286,"{""administrative"": 3, ""criminal"": 2, ""labor_social"": 1, ""constitutional"": 1}"
Omne testamentum morte consummatum est.,遺囑以立遺囑者的去世而完成,0,0,0,civil,0.4286,"{""procedure"": 2, ""civil"": 3, ""criminal"": 2}"
omnibus,包括多種事項,8,0,0,constitutional,0.2857,"{""international"": 1, ""constitutional"": 2, ""civil"": 1, ""labor_social"": 2, ""criminal"": 1}"
Omnis regula suas patitu exceptiones.,每條法規皆容許例外,0,0,0,procedure,0.4286,"{""administrative"": 1, ""procedure"": 3, ""criminal"": 3}"
on all fours,在各方面完全一樣,0,0,0,criminal,0.4286,"{""criminal"": 3, ""labor_social"": 3, ""international"": 1}"
one party,單方,8,8,8,constitutional,0.8571,"{""constitutional"": 6, ""international"": 1}"
onerous,有償,8,8,8,criminal,0.7143,"{""criminal"": 5, ""civil"": 2}"
online legal advisory service,網上法律諮詢服務,0,0,0,procedure,0.5714,"{""labor_social"": 1, ""civil"": 2, ""procedure"": 4}"
online trading,網上交易,0,0,0,civil,0.5714,"{""international"": 1, ""civil"": 4, ""labor_social"": 1, ""procedure"": 1}"
onus,責任,8,8,8,criminal,0.4286,"{""civil"": 2, ""criminal"": 3, ""procedure"": 2}"
open,公開,8,8,8,procedure,0.4286,"{""administrative"": 1, ""constitutional"": 1, ""procedure"": 3, ""labor_social"": 2}"
open-end,可作廣泛解釋,1,0,0,administrative,0.4286,"{""international"": 2, ""administrative"": 3, ""civil"": 1, ""labor_social"": 1}"
opening speech,開審陳詞,2,1,1,procedure,0.4286,"{""procedure"": 3, ""international"": 2, ""administrative"": 1, ""constitutional"": 1}"
operable,可使用,8,8,8,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 1, ""criminal"": 1, ""administrative"": 2, ""civil"": 1}"
operate,操作,8,8,8,administrative,0.4286,"{""administrative"": 3, ""constitutional"": 1, ""labor_social"": 1, ""procedure"": 2}"
operating hours,營運時間,5,0,0,labor_social,0.7143,"{""administrative"": 1, ""labor_social"": 5, ""constitutional"": 1}"
operational,可使用,8,8,8,administrative,0.2857,"{""constitutional"": 1, ""administrative"": 2, ""civil"": 1, ""international"": 1, ""labor_social"": 2}"
operative,有法律效力,8,8,8,labor_social,0.7143,"{""administrative"": 2, ""labor_social"": 5}"
operator,操作員,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""criminal"": 1, ""civil"": 2}"
opere citato; op. cit.,見於前引文,0,0,0,labor_social,0.4286,"{""international"": 1, ""procedure"": 2, ""labor_social"": 3, ""constitutional"": 1}"
opinion,意見,8,8,8,constitutional,0.5714,"{""constitutional"": 4, ""procedure"": 2, ""criminal"": 1}"
opposition,反對,8,8,8,procedure,0.4286,"{""procedure"": 3, ""international"": 1, ""criminal"": 2, ""constitutional"": 1}"
oppression,壓制,1,3,1,criminal,0.4286,"{""civil"": 1, ""labor_social"": 2, ""criminal"": 3, ""procedure"": 1}"
oppressive manner,欺壓的方式,0,0,0,criminal,0.7143,"{""criminal"": 5, ""labor_social"": 1, ""civil"": 1}"
optimal use,最適當的使用,1,0,0,administrative,0.5714,"{""administrative"": 4, ""labor_social"": 1, ""civil"": 2}"
option,期權,8,8,8,civil,0.2857,"{""labor_social"": 1, ""civil"": 2, ""international"": 2, ""administrative"": 1, ""criminal"": 1}"
oral,口頭,8,8,8,procedure,0.2857,"{""procedure"": 2, ""labor_social"": 1, ""criminal"": 2, ""administrative"": 2}"
orally,口頭上,8,2,2,criminal,0.4286,"{""criminal"": 3, ""administrative"": 2, ""procedure"": 2}"
ordeal,神法,0,0,0,criminal,0.5714,"{""civil"": 1, ""criminal"": 4, ""procedure"": 1, ""labor_social"": 1}"
order,狀況,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""international"": 1, ""civil"": 2, ""administrative"": 1}"
Orders in Council,樞密院頒令,0,8,0,constitutional,0.5714,"{""administrative"": 3, ""constitutional"": 4}"
ordinarily resident in Hong Kong,通常居於香港,8,8,8,international,0.2857,"{""international"": 2, ""constitutional"": 1, ""administrative"": 2, ""labor_social"": 1, ""procedure"": 1}"
ordinary,一般,8,8,8,international,0.4286,"{""procedure"": 1, ""international"": 3, ""criminal"": 1, ""civil"": 1, ""labor_social"": 1}"
Ordinary Assessment Board,普通評估委員會,8,8,8,administrative,0.4286,"{""constitutional"": 2, ""procedure"": 1, ""civil"": 1, ""administrative"": 3}"
ore tenus,口頭上,0,2,0,constitutional,0.2857,"{""criminal"": 1, ""constitutional"": 2, ""labor_social"": 2, ""civil"": 2}"
origin,來源核證,8,0,0,civil,0.4286,"{""labor_social"": 1, ""civil"": 3, ""administrative"": 1, ""constitutional"": 1, ""procedure"": 1}"
original,原來,8,8,8,international,0.2857,"{""international"": 2, ""civil"": 2, ""administrative"": 1, ""constitutional"": 1, ""labor_social"": 1}"
ostensible,表面上,1,8,1,labor_social,0.4286,"{""procedure"": 2, ""labor_social"": 3, ""civil"": 2}"
otiose,多餘,0,3,0,civil,0.2857,"{""civil"": 2, ""criminal"": 2, ""procedure"": 2, ""constitutional"": 1}"
ouster,剝奪,0,8,0,criminal,0.4286,"{""administrative"": 1, ""criminal"": 3, ""labor_social"": 2, ""civil"": 1}"
out of grace,特惠,0,8,0,criminal,0.2857,"{""criminal"": 2, ""international"": 1, ""labor_social"": 2, ""administrative"": 2}"
out of time,逾期,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""international"": 2, ""criminal"": 1, ""civil"": 1}"
outgoing,即將離職,8,0,0,international,0.4286,"{""international"": 3, ""labor_social"": 2, ""civil"": 1, ""criminal"": 1}"
outgoings,支出,8,8,8,international,0.2857,"{""international"": 2, ""administrative"": 2, ""civil"": 1, ""labor_social"": 2}"
outlay,費用,3,8,3,labor_social,0.4286,"{""administrative"": 2, ""labor_social"": 3, ""civil"": 2}"
outline submission,陳詞大綱,0,0,0,international,0.2857,"{""international"": 2, ""administrative"": 2, ""labor_social"": 1, ""procedure"": 1, ""constitutional"": 1}"
Outline Zoning Plan,分區計劃大綱圖,8,8,8,administrative,0.2857,"{""international"": 1, ""administrative"": 2, ""civil"": 1, ""constitutional"": 2, ""procedure"": 1}"
out-of-court,並非由法院作出,0,2,0,procedure,0.4286,"{""procedure"": 3, ""international"": 2, ""civil"": 1, ""administrative"": 1}"
outsourcing,外判,1,1,1,labor_social,0.4286,"{""international"": 2, ""civil"": 1, ""labor_social"": 3, ""administrative"": 1}"
outstanding,未償付,8,5,5,procedure,0.4286,"{""constitutional"": 2, ""procedure"": 3, ""civil"": 1, ""labor_social"": 1}"
outworker,外發工,4,4,4,labor_social,0.8571,"{""labor_social"": 6, ""international"": 1}"
overdue,逾期未付,8,3,3,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 2, ""administrative"": 1, ""criminal"": 1}"
overriding,凌駕,8,8,8,administrative,0.5714,"{""administrative"": 4, ""civil"": 1, ""criminal"": 2}"
overrule,否決,0,8,0,criminal,0.5714,"{""criminal"": 4, ""administrative"": 3}"
overseas principal,海外委託人,0,0,0,international,0.5714,"{""international"": 4, ""civil"": 1, ""administrative"": 1, ""constitutional"": 1}"
oversee,監督,8,8,8,administrative,0.5714,"{""administrative"": 4, ""civil"": 1, ""procedure"": 1, ""constitutional"": 1}"
overseer,監督人,3,0,0,administrative,0.2857,"{""administrative"": 2, ""civil"": 1, ""constitutional"": 2, ""labor_social"": 1, ""international"": 1}"
oversight,失察,8,0,0,administrative,0.7143,"{""administrative"": 5, ""procedure"": 1, ""international"": 1}"
overstayer,逾期逗留者,0,0,0,criminal,0.7143,"{""labor_social"": 1, ""criminal"": 5, ""administrative"": 1}"
overturn,推翻,1,8,1,criminal,0.4286,"{""procedure"": 2, ""administrative"": 2, ""criminal"": 3}"
own,後果自負,8,0,0,civil,0.4286,"{""civil"": 3, ""procedure"": 2, ""labor_social"": 1, ""international"": 1}"
owner,登記車主,8,8,8,civil,0.5714,"{""civil"": 4, ""labor_social"": 3}"
ownership,衡平法上的擁有權,8,0,0,civil,0.8571,"{""civil"": 6, ""constitutional"": 1}"
oyer and terminer,聆訊和作出裁判的法庭,0,0,0,civil,0.7143,"{""civil"": 5, ""procedure"": 1, ""labor_social"": 1}"
oyez,肅靜,0,1,0,labor_social,0.4286,"{""procedure"": 1, ""labor_social"": 3, ""international"": 1, ""administrative"": 1, ""criminal"": 1}"
pact,協定,1,8,1,civil,0.5714,"{""international"": 2, ""civil"": 4, ""labor_social"": 1}"
